anime_id,title,source,rating,score,scored_by,premiered,studio
34601,kubbe gachapin mukku,picture book,g - all ages,4.39,31,unknown,
35530,mayuge dance,original,g - all ages,4.04,28,unknown,oddjob
33064,uchuu senkan yamato 2202: ai no senshi-tachi,original,pg-13 - teens 13 or older,8.1,792,unknown,xebec
36157,gokiburi taisou,original,pg - children,4.85,130,unknown,
30970,jidou bungaku library,unknown,g - all ages,7.38,8,unknown,
7436,dragon quest: dai no daibouken tachiagare!! aban no shito,game,pg-13 - teens 13 or older,6.69,290,unknown,toei animation
34690,eiyuu ni wa narenai bokura dakara,original,g - all ages,5.69,26,unknown,
33272,nanocore 2016 xinnian tebie ban,unknown,pg-13 - teens 13 or older,5.36,72,unknown,
30014,momokuri,web manga,pg-13 - teens 13 or older,7.23,15829,unknown,satelight
31691,san mao liu lang ji,unknown,g - all ages,6.37,19,unknown,
109,bakuretsu tenshi,original,pg-13 - teens 13 or older,6.9,23943,spring 2004,gonzo
35784,aozora,original,g - all ages,4.75,20,unknown,
24447,wagahai wa inu de aru: don matsugorou no seikatsu,unknown,g - all ages,7,7,unknown,
347,wild arms: twilight venom,game,pg-13 - teens 13 or older,6.72,2160,fall 1999,bee train
33836,seiren,original,pg-13 - teens 13 or older,6.36,37611,winter 2017,"studio gokumi, axsiz"
33845,free! movie 1: timeless medley - kizuna,original,pg-13 - teens 13 or older,7.7,1564,unknown,kyoto animation
19947,ikkyuu-san (1978),unknown,pg-13 - teens 13 or older,7.4,35,spring 1978,nippon animation
1032,kumo no you ni kaze no you ni,novel,g - all ages,6.95,2098,unknown,studio pierrot
2596,shinreigari: ghost hound,original,pg-13 - teens 13 or older,7.54,30244,fall 2007,production i.g
35912,qingwa wangguo,original,pg - children,4.13,8,unknown,
32829,nobunaga no shinobi,4-koma manga,pg - children,7.09,5764,fall 2016,tms entertainment
35814,granblue fantasy the animation: kabocha no lantern,game,pg-13 - teens 13 or older,6.7,1386,unknown,a-1 pictures
22037,sore ike! anpanman: dokin-chan no dokidoki calendar,unknown,pg - children,6,17,unknown,
20033,miss monochrome: the animation,original,g - all ages,6.48,16538,fall 2013,"sanzigen, lidenfilms"
31370,tonkatsu dj agetarou,manga,pg-13 - teens 13 or older,7.18,4234,spring 2016,studio deen
22573,kero kero keroppi no aladdin to mahou no lamp,unknown,g - all ages,5.94,36,unknown,
36983,oshiri tantei: puputto fumutto kaiketsu dance,picture book,pg - children,5.11,50,unknown,toei animation
26137,afghanistan paghman-mura no monogatari: boku no mura ni circus ga kita,unknown,g - all ages,6.76,29,unknown,toei animation
17263,hanakappa movie: hana-sake! pakkaan chou no kuni no daibouken,unknown,pg - children,6.5,10,unknown,
10710,houkago no pleiades: manner movie,original,pg-13 - teens 13 or older,5.26,562,unknown,gainax
8331,detective conan magic file 4: osaka okonomiyaki odyssey,unknown,pg-13 - teens 13 or older,7.64,3559,unknown,
14367,tenshi na konamaiki specials,unknown,g - all ages,6.25,134,unknown,tms entertainment
1676,cosmo warrior zero,game,pg-13 - teens 13 or older,6.66,1196,summer 2001,vega entertainment
35843,gintama.: porori-hen,manga,pg-13 - teens 13 or older,8.59,23130,fall 2017,bandai namco pictures
7026,mado,original,g - all ages,4.63,341,unknown,
27519,konna watashitachi ga nariyuki de heroine ni natta kekka www (tv),unknown,pg - children,5.43,44,fall 2014,
15937,monster farm 5: circus caravan ova - kessei!! orcoro circus,game,g - all ages,5.66,108,unknown,
12793,yanbo ninbo tonbo,unknown,pg - children,5.44,16,spring 1995,
25431,chain chronicle: short animation,game,pg-13 - teens 13 or older,6.08,1962,unknown,
8704,uchuu hikoushi no uta,unknown,g - all ages,5.67,240,unknown,
2611,panda kopanda,original,pg - children,6.87,3172,unknown,tokyo movie shinsha
21255,takarajima (movie),novel,pg - children,6.42,76,unknown,madhouse
22733,dragon collection,unknown,pg-13 - teens 13 or older,6.35,905,spring 2014,olm
27453,pororo-wa noraehaeyo,unknown,g - all ages,5.65,26,unknown,
1920,urusei yatsura movie 1: only you,manga,pg-13 - teens 13 or older,7.23,2375,unknown,studio pierrot
29355,grasshopper monogatari,original,g - all ages,4.23,47,unknown,
8768,hiyokoi,manga,pg-13 - teens 13 or older,7.47,35015,unknown,production i.g
29998,asobi ni iku yo!: asobi ni oide - owari,light novel,pg-13 - teens 13 or older,6.38,2137,unknown,aic plus+
32736,pepsi nex x 009 re:cyborg,manga,g - all ages,5.53,96,unknown,
31586,mochibei,unknown,pg-13 - teens 13 or older,3.16,804,unknown,
34572,black clover,manga,pg-13 - teens 13 or older,6.61,66803,fall 2017,studio pierrot
1797,animation seisaku shinkou kuromi-chan,unknown,pg-13 - teens 13 or older,6.99,3511,unknown,yumeta company
29369,tick & tack,unknown,pg - children,4.25,8,summer 1998,
1230,innocent venus,original,pg-13 - teens 13 or older,6.91,8590,summer 2006,brain&#039
418,ranma ½: chuugoku nekonron daikessen! okite yaburi no gekitou-hen!!,unknown,pg-13 - teens 13 or older,7.36,8418,unknown,
21833,higenashi gogejabaru,original,g - all ages,5.15,105,unknown,
34634,sakana no iu koto wo kiku,original,pg-13 - teens 13 or older,5.51,51,unknown,
32293,kerorinpasu,original,g - all ages,4.57,101,unknown,
2691,gensei shugoshin p-hyoro ikka,unknown,pg-13 - teens 13 or older,5.5,16,unknown,
29910,qin shi ming yue 3d: dianying longteng wanli,novel,pg-13 - teens 13 or older,6.38,52,unknown,sparkly key animation studio
893,dragon ball movie 4: saikyou e no michi,manga,pg-13 - teens 13 or older,7.29,17982,unknown,toei animation
35788,shokugeki no souma: san no sara,manga,pg-13 - teens 13 or older,8.5,129754,fall 2017,j.c.staff
35284,kodoku no gourmet,manga,g - all ages,5.86,7,unknown,
10116,crayon shin-chan movie 19: arashi wo yobu ougon no spy daisakusen,manga,g - all ages,7.04,501,unknown,shin-ei animation
18177,yowamushi pedal: special ride,manga,pg-13 - teens 13 or older,7.46,6608,unknown,tms entertainment
11319,zero no tsukaima f,light novel,pg-13 - teens 13 or older,7.71,140516,winter 2012,j.c.staff
2836,chiisana viking vickie,unknown,g - all ages,6.6,896,spring 1974,nippon animation
30118,futari wa nakayoshi: goo to sue,unknown,pg - children,5.11,9,spring 1991,
30947,kurayami santa,original,pg-13 - teens 13 or older,5.23,715,summer 2015,ilca
8146,gegege no kitarou: daikaijuu,unknown,g - all ages,6.31,128,unknown,toei animation
13119,hakuouki movie 2: shikon soukyuu,visual novel,pg-13 - teens 13 or older,7.96,3677,unknown,studio deen
608,sakura taisen: katsudou shashin,visual novel,pg-13 - teens 13 or older,6.51,2204,unknown,production i.g
35082,hibike! euphonium movie: todoketai melody,novel,pg-13 - teens 13 or older,7.58,399,unknown,kyoto animation
589,ginga nagareboshi gin,manga,pg-13 - teens 13 or older,8.12,6551,spring 1986,toei animation
2937,bishoujo senshi sailor moon r: make up! sailor senshi,manga,pg-13 - teens 13 or older,7.2,5480,unknown,toei animation
107,ou dorobou jing,manga,pg-13 - teens 13 or older,7.32,10886,spring 2002,studio deen
17873,pokemon best wishes! season 2: decolora adventure,game,pg - children,6.49,8848,spring 2013,olm
11083,nurarihyon no mago: sennen makyou recaps,unknown,pg-13 - teens 13 or older,6.71,3888,unknown,studio deen
2805,onegai! samia don,unknown,g - all ages,7.08,217,spring 1985,
36670,hatoya,other,g - all ages,4.19,26,unknown,
225,dragon ball gt,manga,pg-13 - teens 13 or older,6.67,205925,winter 1996,toei animation
36403,kawa wa dare no mono?,original,g - all ages,4.76,29,unknown,
35003,tanoshii saki uta animation,original,g - all ages,4.82,38,unknown,
35502,pure aluminum: sunoko-tan.,other,g - all ages,4.23,22,unknown,ishikawa pro
29855,meiji tokyo renka movie: yumihari no serenade,game,pg-13 - teens 13 or older,6.61,134,unknown,studio deen
31547,ryouma 30 seconds,unknown,g - all ages,7.17,6,summer 2009,
21995,ao haru ride,manga,pg-13 - teens 13 or older,7.83,184367,summer 2014,production i.g
1497,aru machi kado no monogatari,original,g - all ages,6.71,983,unknown,
27785,doamaiger d,original,g - all ages,5.28,420,winter 2015,ilca
36391,lu la la,original,g - all ages,3.5,8,unknown,
37527,nameless flipbook,original,g - all ages,5.36,14,unknown,
2924,ef: a tale of memories.,visual novel,pg-13 - teens 13 or older,8.05,82024,fall 2007,shaft
535,slayers next,light novel,pg-13 - teens 13 or older,8.12,26985,spring 1996,e&amp
30727,saenai heroine no sodatekata ♭,light novel,pg-13 - teens 13 or older,7.9,54607,spring 2017,a-1 pictures
559,rahxephon interlude: her and herself/thatness and thereness,original,pg-13 - teens 13 or older,6.44,2378,unknown,bones
1847,rec: yurusarezarumono,manga,pg-13 - teens 13 or older,7.24,12072,unknown,shaft
4266,vie durant,original,pg-13 - teens 13 or older,4.95,158,unknown,"radix, marine entertainment"
16680,pokemon best wishes! season 2: shinsoku no genosect - mewtwo kakusei,game,pg - children,6.58,9420,unknown,olm
29397,pinky monkey x fafa collaboration animation: at afternoon of sunny day,other,g - all ages,5.08,52,unknown,
15525,bokura no hero,original,g - all ages,5.31,113,unknown,
36977,akane-chan no wasuremono,unknown,g - all ages,3.8,25,unknown,
11511,evidence,unknown,g - all ages,5.6,552,unknown,
10751,kikou kai galient ova,unknown,pg-13 - teens 13 or older,5.91,156,unknown,sunrise
7713,nihon mukashibanashi: saru kani,unknown,g - all ages,5.53,65,unknown,
8152,gegege no kitarou (1985 movie),unknown,g - all ages,6.2,82,unknown,toei animation
6771,dorimogu daa!!,unknown,pg - children,6.62,61,fall 1986,
3962,chocolate underground,novel,pg - children,6.24,4545,unknown,"production i.g, trans arts"
2948,motto! ojamajo doremi: kaeru ishi no himitsu,unknown,g - all ages,7.28,1098,unknown,toei animation
522,metropolis,manga,pg-13 - teens 13 or older,7.6,27444,unknown,madhouse
18447,spheres,unknown,pg - children,7,33,winter 2003,
9760,hoshi wo ou kodomo,original,pg-13 - teens 13 or older,7.72,51766,unknown,comix wave films
37145,morimori shima no mogu to perol,original,g - all ages,5.71,17,unknown,dwarf
30312,manga hajimete omoshiro juku ova,unknown,g - all ages,6.06,16,unknown,
10495,yuru yuri,manga,pg-13 - teens 13 or older,7.67,92926,summer 2011,doga kobo
37576,majutsushi orphen hagure tabi,light novel,pg-13 - teens 13 or older,0,0,unknown,
35790,tate no yuusha no nariagari,light novel,none,0,0,unknown,kinema citrus
2331,uchuu densetsu ulysses 31,original,g - all ages,7.15,1310,fall 1981,tms entertainment
2759,evangelion: 1.0 you are (not) alone,original,pg-13 - teens 13 or older,8.16,152066,unknown,khara
2779,sotsugyou m: ore-tachi no carnival,manga,pg-13 - teens 13 or older,5.59,580,unknown,artland
12391,mouretsu atarou (1990),manga,g - all ages,6.73,11,spring 1990,toei animation
995,tennis no ouji-sama: zenkoku taikai-hen,unknown,pg-13 - teens 13 or older,8.05,17590,unknown,m.s.c
36240,scratch x one piece film: gold,other,g - all ages,5.89,517,unknown,
33241,honobono log,picture book,g - all ages,7.5,12246,spring 2016,fanworks
1214,binbou shimai monogatari,manga,g - all ages,6.92,4782,summer 2006,toei animation
27371,sore ike! anpanman: bokura wa hero,unknown,pg - children,6.13,15,unknown,tms entertainment
30341,tarzan,unknown,g - all ages,5.2,102,unknown,
32291,kakegae no,original,pg - children,4.98,83,unknown,
2653,doraemon: ganbare! gian!!,unknown,pg - children,6.72,236,unknown,
6071,juuippiki no neko,picture book,g - all ages,5.97,96,unknown,
12835,umeboshi denka,original,g - all ages,6.53,19,spring 1969,
12497,garakuta-doori no stain: epilogue,unknown,pg - children,6.41,92,unknown,
36096,ice fist,music,pg-13 - teens 13 or older,5.03,70,unknown,onionskin
5496,feng yun jue,unknown,pg-13 - teens 13 or older,6.51,761,unknown,
8521,biriken nandemo shoukai,unknown,pg - children,4.64,22,spring 1989,shin-ei animation
35720,acca: 13-ku kansatsu-ka specials,manga,pg-13 - teens 13 or older,6.87,550,unknown,madhouse
36833,fate/kaleid liner prisma☆illya movie: sekka no chikai - kuro sakura no heya,manga,pg-13 - teens 13 or older,7.12,1119,unknown,silver link.
15423,antinotice,original,pg-13 - teens 13 or older,5.9,620,unknown,
26213,free!: eternal summer – kindan no all hard!,original,pg-13 - teens 13 or older,8.12,26479,unknown,kyoto animation
3372,rgb adventure,unknown,g - all ages,4.92,24,fall 2006,
7016,senjou no valkyria: senval theater,game,pg-13 - teens 13 or older,6.85,3950,unknown,a-1 pictures
29361,kareshi wa hammerhead shark,original,pg - children,3.58,12,unknown,kachidoki studio
26295,haha uzura,unknown,g - all ages,8.6,5,unknown,
1004,kanojo to kanojo no neko,original,g - all ages,7.44,38995,unknown,
37591,houkago midnighters: short movies season 2,unknown,g - all ages,0,0,unknown,
34244,crayon shin-chan movie 25: shin-chan shuurai! uchuujin shiriri,manga,g - all ages,7.08,134,unknown,shin-ei animation
25071,minami no niji no lucy specials,unknown,g - all ages,6.87,15,unknown,nippon animation
35134,koukyoushihen eureka seven: hi-evolution 1,original,pg-13 - teens 13 or older,6.22,401,unknown,bones
1986,wakusei robo danguard ace,original,pg-13 - teens 13 or older,6.56,144,spring 1977,toei animation
1191,saber marionette j again,novel,pg-13 - teens 13 or older,7.3,4553,unknown,hal film maker
3877,sasurai no shoujo nell,novel,g - all ages,6.29,112,fall 1979,
1775,jikuu tenshou nazca,manga,pg-13 - teens 13 or older,5.78,814,spring 1998,"genco, radix"
34309,nananin no ayakashi: chimi chimi mouryou!! gendai monogatari,original,g - all ages,4.71,24,winter 2017,dle
6505,there she is!!,unknown,g - all ages,8.03,9868,unknown,
2127,chouja raideen,unknown,pg-13 - teens 13 or older,6.34,399,fall 1996,sunrise
36671,hayashi-fusai,original,g - all ages,3.91,22,unknown,
36947,pochitto hatsumei: pikachin-kit,original,g - all ages,4.2,10,unknown,
8153,gegege no kitarou: youkai daisensou,unknown,g - all ages,6.28,55,unknown,toei animation
30048,kkurukkuruwa chingudeul,unknown,pg - children,4,9,fall 2006,
8554,hashire melos (1981),novel,pg-13 - teens 13 or older,5.79,135,unknown,toei animation
13441,shiawasette naani,novel,pg - children,5.21,292,unknown,kyoto animation
34652,mochi mochi panda,original,g - all ages,6.6,10,unknown,
16646,hanamaru youchien: panda neko taisou,manga,g - all ages,6.29,630,unknown,gainax
14467,k,original,pg-13 - teens 13 or older,7.68,206756,fall 2012,gohands
33012,island,visual novel,none,0,1,summer 2018,feel.
29539,hello kitty no minna no tanoshii natsuyasumi,unknown,g - all ages,6.73,15,unknown,
2624,"flanders no inu, boku no patrasche",novel,g - all ages,7.25,302,fall 1992,tms entertainment
284,area 88 (tv),manga,pg-13 - teens 13 or older,7.11,3615,winter 2004,group tac
35224,mobile suit gundam: twilight axis,novel,pg-13 - teens 13 or older,5.09,1466,unknown,sunrise
1738,muteki kanban musume,manga,pg-13 - teens 13 or older,7.19,5939,summer 2006,telecom animation film
19311,turuturutu narongi,original,g - all ages,6.25,8,winter 2005,
35048,anime tengu no kakuresato,other,g - all ages,5.2,10,s production musical that ran from 2003-2006.,
19769,mahou sensou,light novel,pg-13 - teens 13 or older,6.17,67158,s light novel series of the same title.,sentai filmworks
31445,minna atsumare! falcom gakuen 3rd season,4-koma manga,pg-13 - teens 13 or older,0,0,unknown,
27575,spy gekimetsu,original,g - all ages,6.38,13,unknown,
16740,hanamaru youchien special preview,manga,pg-13 - teens 13 or older,6.39,551,unknown,gainax
12967,arcana famiglia,visual novel,pg-13 - teens 13 or older,6.41,63122,summer 2012,j.c.staff
37209,sheng shi zhuang niang,novel,pg-13 - teens 13 or older,0,0,unknown,imagineer
31925,white tree,music,g - all ages,5.69,101,unknown,
20127,kariage-kun,unknown,none,6,18,fall 1989,toei animation
25639,toilet no kamisama,music,g - all ages,5.79,107,unknown,
24763,robot girls z specials,unknown,pg-13 - teens 13 or older,6.45,722,unknown,toei animation
86,mobile suit gundam zz,original,pg-13 - teens 13 or older,6.76,10152,spring 1986,sunrise
444,maria-sama ga miteru: haru,light novel,pg-13 - teens 13 or older,7.79,8823,summer 2004,studio deen
4793,pokemon: pichu to pikachu,game,pg - children,6.75,16574,unknown,olm
3956,shakugan no shana ii (second) specials,unknown,pg-13 - teens 13 or older,7.3,19076,unknown,j.c.staff
33524,sakamoto desu ga? special,manga,pg-13 - teens 13 or older,6.85,20444,unknown,studio deen
33388,charanpo land no bouken,original,none,5.5,6,unknown,
20383,baka mukashibanashi movie: jijii wars,unknown,g - all ages,5.25,24,unknown,
30052,mcdull: wo he wo mama,unknown,g - all ages,6.43,14,unknown,
21603,mekakucity actors,music,pg-13 - teens 13 or older,7.19,125532,spring 2014,shaft
24843,clarinet kowashichatta,music,g - all ages,4.84,87,unknown,
3267,kingdom of chaos: born to kill,unknown,pg-13 - teens 13 or older,5.7,78,unknown,
30028,sekai meisaku douwa series,unknown,g - all ages,6.7,27,spring 1988,toei animation
36186,the idolm@ster prologue sidem: episode of jupiter,game,pg-13 - teens 13 or older,7.31,1917,unknown,a-1 pictures
10238,hybrid deka,unknown,g - all ages,5.08,25,unknown,
6616,watashi no coffee samurai: jihanki-teki na kareshi,original,g - all ages,6.13,824,unknown,
22325,ningen kakumei,unknown,g - all ages,7.56,9,unknown,toei animation
3057,loveless specials,manga,pg-13 - teens 13 or older,6.73,5817,unknown,j.c.staff
2196,genmu senki leda,unknown,g - all ages,6.24,1112,unknown,
1478,city hunter: goodbye my sweetheart,unknown,pg-13 - teens 13 or older,7.6,1578,unknown,
25437,brothers conflict ova,novel,pg-13 - teens 13 or older,6.96,7091,unknown,brain&#039
13469,hyouka: motsubeki mono wa,novel,pg-13 - teens 13 or older,7.4,53531,unknown,kyoto animation
34207,dochamon junior 2,original,g - all ages,6.33,6,fall 2016,calf studio
31150,xi yang yang yu hui tai lang,unknown,none,5.58,38,unknown,
452,inuyasha: toki wo koeru omoi,manga,pg-13 - teens 13 or older,7.68,35274,unknown,"kyoto animation, sunrise"
34337,ikemen sengoku: toki wo kakeru ga koi wa hajimaranai,game,pg-13 - teens 13 or older,6.23,1600,summer 2017,"tms entertainment, jinnis animation studios"
30247,congming de yixiu zhi fan dou gongzhu,unknown,g - all ages,5.69,29,unknown,
36581,peace shitenchou,other,g - all ages,4.64,14,unknown,pops inc.
34905,duel masters (2017),original,pg-13 - teens 13 or older,4.87,31,spring 2017,ascension
18411,gingitsune,manga,pg-13 - teens 13 or older,7.22,17268,fall 2013,diomedea
5717,kiniro no corda: secondo passo,visual novel,pg-13 - teens 13 or older,7.23,15137,unknown,yumeta company
32879,norn9: norn+nonet recap,visual novel,pg-13 - teens 13 or older,6.05,1356,unknown,kinema citrus
8358,crayon shin-chan movie 01: action kamen vs. haigure maou,4-koma manga,g - all ages,7.05,1561,unknown,shin-ei animation
18339,pro yakyuu wo 10-bai tanoshiku miru houhou,unknown,pg-13 - teens 13 or older,4.64,11,unknown,
1295,a-ko the versus,original,pg-13 - teens 13 or older,6.4,1460,unknown,studio fantasia
10247,jankenman: kaijuu dai kessen,unknown,g - all ages,5.93,15,unknown,
34792,yoake tsugeru lu no uta,original,none,7.48,2664,unknown,science saru
8149,gegege no kitarou (1968 movie),unknown,g - all ages,6.2,147,unknown,toei animation
19087,kaiketsu tamagon,unknown,pg - children,5.76,29,fall 1972,tatsunoko production
25609,genki genki non-tan,unknown,g - all ages,5.55,11,fall 2002,polygon pictures
2248,naruto: dai katsugeki!! yuki hime shinobu houjou dattebayo! special: konoha annual sports festival,original,pg-13 - teens 13 or older,6.95,31846,unknown,studio pierrot
34472,geki drive,other,g - all ages,3.65,37,unknown,
1885,master of epic: the animation age,game,pg-13 - teens 13 or older,6.13,317,winter 2007,"gonzo, palm studio"
31530,classroom☆crisis special,original,pg-13 - teens 13 or older,6.47,558,unknown,lay-duce
1475,city hunter: bay city wars,unknown,pg-13 - teens 13 or older,7.47,1761,unknown,sunrise
3572,macross f,original,pg-13 - teens 13 or older,7.98,51693,spring 2008,satelight
23627,aoki hagane no arpeggio: ars nova - kirikumas,manga,pg-13 - teens 13 or older,6.76,866,unknown,
31055,tobidasu pripara: mi~nna de mezase! idol☆grand prix,game,pg - children,6.55,63,unknown,10gauge
2813,chiisana ahiru no ooki na ai no monogatari: ahiru no kwak,other,g - all ages,7.39,2100,spring 1989,telescreen bv
34940,dongguo xiaojie,manga,pg-13 - teens 13 or older,6.45,92,unknown,haoliners animation league
22643,kero kero keroppi no kyouryuu ga deta,unknown,g - all ages,6.24,21,unknown,
37206,anima yell!,4-koma manga,none,0,0,unknown,
37490,"gyakuten saiban: sono ""shinjitsu"", igi ari! season 2",game,pg-13 - teens 13 or older,0,0,fall 2018,cloverworks
14059,kimagure orange☆road: tanabata special,manga,pg-13 - teens 13 or older,6.78,234,unknown,studio pierrot
29403,oni keibu anpan,unknown,g - all ages,5.25,8,unknown,
28989,maku,unknown,g - all ages,5.8,40,unknown,
17339,kentauros no densetsu,unknown,none,5.81,16,unknown,
23005,mogura no motoro,unknown,g - all ages,7.88,8,unknown,toei animation
35203,isekai wa smartphone to tomo ni.,light novel,pg-13 - teens 13 or older,6.8,75900,summer 2017,production reed
19305,nyuru nyuru!! kakusen-kun,unknown,g - all ages,5.51,49,summer 2013,dle
31667,ponkotsu quest: maou to haken no mamono-tachi,original,pg - children,5.56,18,unknown,
24123,kaette kita top wo nerae! kagaku kouza,original,g - all ages,5.58,402,unknown,gainax
5862,fumoon,unknown,pg-13 - teens 13 or older,6.06,190,unknown,
30016,nanbaka,web manga,pg-13 - teens 13 or older,7.43,49274,fall 2016,satelight
28883,hidan no aria aa,manga,pg-13 - teens 13 or older,6.38,20624,fall 2015,doga kobo
5670,ga: geijutsuka art design class,4-koma manga,pg-13 - teens 13 or older,7.2,4808,summer 2009,aic plus+
2486,rumiko takahashi anthology,unknown,pg-13 - teens 13 or older,7.32,1236,summer 2003,
307,kerokko demetan,unknown,pg - children,6.02,258,winter 1973,tatsunoko production
34851,kaibutsu gakushou,original,g - all ages,5.67,9,unknown,"yamamura animation, inc."
25457,avengers confidential: black widow to punisher,other,pg-13 - teens 13 or older,6.48,1386,unknown,madhouse
32844,love will find the way back home,music,g - all ages,5.45,72,unknown,
378,ex-driver the movie,original,pg-13 - teens 13 or older,6.77,1663,unknown,actas
34864,"wake up, girl zoo! taiwan de go!",original,g - all ages,5.65,101,unknown,karasfilms
34464,gijinka de manabo!,other,pg - children,5.56,93,unknown,
30435,kankou taisen saitama: sakuya no tatakai,unknown,g - all ages,4.53,30,unknown,
9127,zettai karen children gentei kaikin!! ova chou sakidori special!!,unknown,pg-13 - teens 13 or older,6.96,559,unknown,synergysp
28143,ochou fujin no gensou,other,pg - children,5.47,95,unknown,
32296,present made no michinori,original,pg - children,4.95,194,unknown,
6509,kiteretsu daihyakka,manga,pg - children,6.63,709,spring 1988,studio gallop
34721,samuroid zero,original,pg-13 - teens 13 or older,4.9,72,unknown,polygon pictures
29233,ninja hattori-kun plus perman: ninja kaijuu jippou tai miracle tamago,unknown,g - all ages,6.37,30,unknown,shin-ei animation
22135,ping pong the animation,manga,pg-13 - teens 13 or older,8.65,72887,spring 2014,tatsunoko production
34628,taka no tsume x hello kitty ga masaka no collab!,original,g - all ages,3.19,21,unknown,dle
33314,digimon universe: appli monsters,original,pg - children,6.78,1718,fall 2016,toei animation
19489,little witch academia: mahoujikake no parade,original,pg - children,7.89,59413,unknown,trigger
28791,gunslinger stratos: the animation,game,pg-13 - teens 13 or older,6.18,23284,spring 2015,a-1 pictures
12709,tales of symphonia the animation: sekai tougou-hen specials,game,g - all ages,7.15,1559,unknown,ufotable
30967,chuumon no ooi ryouriten (1993),book,g - all ages,5.6,210,unknown,
33037,tsukiuta. the animation,music,pg-13 - teens 13 or older,7.04,4247,summer 2016,studio pierrot
14853,tsukumo,unknown,pg-13 - teens 13 or older,6.76,2499,unknown,sunrise
22059,kakumeiteki broadway shugisha doumei,music,pg-13 - teens 13 or older,5.1,204,unknown,
22071,mikakunin de shinkoukei: mite. are ga watashitachi no tomatteiru ryokan yo.,4-koma manga,pg-13 - teens 13 or older,7.11,14270,unknown,doga kobo
32402,mim mam mint,original,g - all ages,3.58,12,winter 2016,kachidoki studio
31941,alice in dreamland,unknown,g - all ages,5.2,126,unknown,
26303,cello hiki no gauche (ova),unknown,g - all ages,5.71,35,unknown,
29743,buonomo,unknown,g - all ages,5.18,11,unknown,
34321,fate/grand order: first order,game,pg-13 - teens 13 or older,6.97,39215,unknown,lay-duce
33570,zenryoku yobikou 5.5 seminar prologue,other,pg-13 - teens 13 or older,4.29,21,unknown,
28853,pokemon: pikachu to pokemon ongakutai,game,pg - children,6.32,791,unknown,olm
18857,ore no imouto ga konnani kawaii wake ga nai. specials,light novel,pg-13 - teens 13 or older,6.56,60174,unknown,a-1 pictures
4062,musashi no ken,manga,g - all ages,7.35,240,spring 1985,eiken
3203,chibi maruko-chan movie,unknown,g - all ages,7.32,577,unknown,
9539,cardfight!! vanguard,original,pg-13 - teens 13 or older,7.2,13016,winter 2011,tms entertainment
13691,taisei kensetsu: shin doha kokusai kuukou,unknown,g - all ages,6.01,1282,unknown,
6693,yatterman the movie: shin yattermecha osu gou! omocha no kuni de dai ketsudan da koron,unknown,g - all ages,6.32,132,unknown,tatsunoko production
13967,thermae romae x asahi shimbun digital collaboration,unknown,pg-13 - teens 13 or older,6.16,124,unknown,dle
35298,ramen daisuki koizumi-san,manga,pg-13 - teens 13 or older,6.5,9524,winter 2018,"studio gokumi, axsiz"
36087,nerenai!!!,music,pg - children,4.12,26,unknown,
2132,inukami! the movie: tokumei reiteki sousakan karina shirou!,light novel,pg-13 - teens 13 or older,7.14,7279,unknown,seven arcs
4163,seto no hanayome ova,manga,pg-13 - teens 13 or older,7.98,21309,unknown,gonzo
11266,ao no exorcist: kuro no iede,manga,pg-13 - teens 13 or older,7.41,41864,unknown,a-1 pictures
3278,kinnikuman: new york kiki ippatsu!,unknown,pg-13 - teens 13 or older,6.34,72,unknown,toei animation
6016,kyoushoku soukou guyver (1989),manga,pg-13 - teens 13 or older,7.27,3689,unknown,
5143,tokusou kihei dorvack,unknown,pg-13 - teens 13 or older,6.8,80,fall 1983,
33531,juushinki pandora,original,pg-13 - teens 13 or older,5.9,1208,spring 2018,satelight
12531,sakamichi no apollon,manga,pg-13 - teens 13 or older,8.44,93986,spring 2012,"tezuka productions, mappa"
1810,kyoushirou to towa no sora,manga,pg-13 - teens 13 or older,6.61,11084,winter 2007,tnk
26269,tegami,unknown,g - all ages,7.25,8,unknown,
13673,otome nadeshiko koi techou,unknown,g - all ages,5.98,1943,unknown,
1947,kikou sennyo rouran,original,pg-13 - teens 13 or older,5.97,228,fall 2002,zexcs
10882,ghost messenger,unknown,pg-13 - teens 13 or older,7.3,44,unknown,studio animal
2088,nora,manga,pg-13 - teens 13 or older,5.23,236,unknown,
32859,boku wa kimi wo warawanai,music,g - all ages,5.52,72,unknown,
13263,fate/zero: onegai! einzbern soudanshitsu,unknown,pg-13 - teens 13 or older,6.73,10458,unknown,ufotable
20159,pokemon: the origin,game,pg - children,7.89,81373,unknown,"production i.g, xebec, olm"
29770,kikyuu,unknown,g - all ages,5.8,208,unknown,
33763,yong zhe da mao xian 2nd season,original,pg-13 - teens 13 or older,6.45,11,unknown,cg year
10239,mayutoro the toons,unknown,g - all ages,5.33,21,fall 2003,
37379,chihayafuru 3,manga,pg-13 - teens 13 or older,0,0,unknown,
1412,lupin iii,manga,pg-13 - teens 13 or older,7.73,15329,fall 1971,tokyo movie shinsha
9792,licca-chan fushigi na fushigi na yunia monogatari,other,pg - children,6.24,115,unknown,
34911,cine mileage card x asa da yo! kaishain,original,g - all ages,3.55,11,unknown,
36108,takunomi.,manga,pg-13 - teens 13 or older,6.39,6112,winter 2018,production ims
12881,tsuki wa higashi ni hi wa nishi ni: operation sanctuary ova,visual novel,pg-13 - teens 13 or older,5.9,211,unknown,
