anime_id,title,source,rating,score,scored_by,premiered,studio
4537,yagami-kun no katei no jijou,manga,pg-13 - teens 13 or older,6.35,348,unknown,production i.g
2180,slow step,manga,pg-13 - teens 13 or older,6.73,526,unknown,
32122,gintama°: umai-mono wa atomawashi ni suru to yokodorisareru kara yappari saki ni kue,manga,pg-13 - teens 13 or older,8.14,7075,unknown,bandai namco pictures
29377,pulsar,unknown,g - all ages,5.42,61,unknown,
30428,hikenai guitar wo hikundaze,music,pg-13 - teens 13 or older,5.3,200,unknown,
64,rozen maiden,manga,pg-13 - teens 13 or older,7.53,74301,fall 2004,nomad
23779,akuma to himegimi,unknown,pg-13 - teens 13 or older,4.44,25,unknown,toei animation
9667,super speed,unknown,g - all ages,5.73,441,unknown,studio 4°c
13373,kyoto animation: hana-hen,original,g - all ages,5.8,1709,unknown,kyoto animation
821,initial d battle stage,manga,g - all ages,7.64,9307,unknown,pastel
7176,cheburashka arere?,book,g - all ages,6.52,1111,fall 2009,gohands
33300,manga kotowaja jiten,unknown,g - all ages,6.38,8,fall 1980,tsuchida productions
4095,chuumon no ooi ryouriten (1991),book,g - all ages,6.29,1421,unknown,
21681,hanayamata,manga,pg-13 - teens 13 or older,7.38,25722,summer 2014,madhouse
36793,3d kanojo: real girl,manga,pg-13 - teens 13 or older,6.9,10801,spring 2018,hoods entertainment
254,jungle wa itsumo hare nochi guu deluxe,manga,pg-13 - teens 13 or older,7.91,5527,unknown,shin-ei animation
8062,mai-hime: kuro no mai/saigo no bansan,original,pg-13 - teens 13 or older,6.83,1937,unknown,sunrise
32728,sensou no tsukurikata,picture book,pg - children,6.36,115,unknown,
13185,juusen battle monsuno,unknown,pg - children,6.52,751,fall 2012,larx entertainment
37104,slow start: web yokoku movie,4-koma manga,pg-13 - teens 13 or older,6.03,149,unknown,a-1 pictures
10629,tibet inu monogatari,unknown,g - all ages,7.45,1328,unknown,madhouse
6131,charady no joke na mainichi,original,pg-13 - teens 13 or older,5.36,158,spring 2009,
36451,still,original,pg-13 - teens 13 or older,5.9,169,unknown,
865,kikou senki dragonar,original,pg-13 - teens 13 or older,6.81,452,winter 1987,sunrise
31158,hetalia: the world twinkle specials,manga,pg-13 - teens 13 or older,7.51,1279,unknown,
36662,naki no ryuu: hiryuu no shou (1991),manga,pg-13 - teens 13 or older,4.33,3,unknown,
18723,soul reviver,unknown,pg-13 - teens 13 or older,5.29,160,unknown,
34643,kokekkou-san,picture book,g - all ages,5.43,7,fall 2009,
19363,gin no saji 2nd season,manga,pg-13 - teens 13 or older,8.33,54416,winter 2014,a-1 pictures
35249,uma musume: pretty derby (tv),game,pg-13 - teens 13 or older,7.2,5044,spring 2018,p.a. works
5472,kokoro toshokan: communication clips,manga,g - all ages,5.89,173,unknown,
799,kokoro toshokan,manga,pg - children,6.56,1314,fall 2001,studio deen
560,soukyuu no fafner: right of left - single program,original,pg-13 - teens 13 or older,7.48,4299,unknown,"production i.g, xebec"
4567,armageddon,unknown,pg-13 - teens 13 or older,4.03,452,unknown,
37370,the perfect world,original,g - all ages,7.84,1332,unknown,
2072,idol project,unknown,pg-13 - teens 13 or older,5.81,396,unknown,studio ox
30952,new initial d movie: legend 3 - mugen,manga,pg-13 - teens 13 or older,7.92,2995,unknown,"sanzigen, lidenfilms"
1124,seikai no danshou: tanjou,light novel,pg-13 - teens 13 or older,7.26,3007,unknown,sunrise
2171,detective conan movie 11: jolly roger in the deep azure,manga,pg-13 - teens 13 or older,7.61,14428,unknown,tms entertainment
29953,phantasm,unknown,g - all ages,3.67,30,unknown,
34498,"uchiage hanabi, shita kara miru ka? yoko kara miru ka?",other,pg-13 - teens 13 or older,6.69,8335,unknown,shaft
29623,jiaoao de jiangjun,original,g - all ages,5.68,76,unknown,
8415,oi! ryouma,manga,none,6.75,28,spring 1992,
36666,an ling yu shi di qi,original,g - all ages,6.19,21,spring 2017,
35171,appare! momotarou no koutsuu anzen,original,g - all ages,5.67,3,unknown,
1837,sumeba miyako no cosmos-sou suttoko taisen dokkoida,light novel,pg - children,6.91,1499,summer 2003,ufotable
23299,pokemon best wishes! season 2: decolora adventure - iris vs. ibuki! dragon master e no michi!!,unknown,pg - children,6.71,1772,unknown,
4124,futari wa precure: splash☆star movie - tick tack kiki ippatsu!,original,g - all ages,6.91,1178,unknown,toei animation
24457,houkago no ouji-sama,unknown,pg-13 - teens 13 or older,7.08,391,unknown,
11421,iruka to shounen,unknown,pg - children,4.87,30,summer 1975,eiken
1562,yamato nadeshiko shichihenge♥,manga,pg-13 - teens 13 or older,7.86,56700,fall 2006,nippon animation
3723,koala boy kokki,original,g - all ages,6.27,173,spring 1984,
880,aa! megami-sama!: sorezore no tsubasa,manga,pg-13 - teens 13 or older,7.66,26659,spring 2006,aic
1469,monster farm: enbanseki no himitsu,game,pg-13 - teens 13 or older,6.89,14357,spring 1999,tms entertainment
2155,kono aozora ni yakusoku wo: youkoso tsugumi ryou e,visual novel,pg-13 - teens 13 or older,6.3,4448,spring 2007,artland
35403,manga revue haru,original,g - all ages,5.26,55,unknown,
3429,blame! special,manga,pg-13 - teens 13 or older,5.47,2596,unknown,group tac
7639,shounen santa no daibouken!,novel,g - all ages,6.14,22,spring 1996,studio deen
22831,abarenbou rikishi!! matsutarou,manga,pg-13 - teens 13 or older,6.16,2352,spring 2014,toei animation
19391,shingeki no kyojin picture drama,manga,pg-13 - teens 13 or older,6.73,15532,unknown,studio moriken
29989,kaze no kokyuu: animation ni yoru oufuku shokan,original,g - all ages,4.39,115,unknown,
37467,usagi no matthew,manga,g - all ages,4.57,7,spring 2018,
4554,dokkiri doctor,manga,none,6.57,134,fall 1998,studio pierrot
29944,kuchao,unknown,g - all ages,4.78,214,unknown,
9832,katte ni shirokuma,unknown,pg - children,5.67,36,unknown,
31747,oshiri kajiri mushi (tv) 4th season,music,g - all ages,5.5,126,fall 2015,kinema citrus
5162,minami-ke okaeri,manga,pg-13 - teens 13 or older,7.63,27789,winter 2009,asread
20025,itazura tenshi chippo-chan,unknown,pg - children,6.32,19,spring 1970,
3737,usavich,original,pg-13 - teens 13 or older,7.09,3103,unknown,kanaban graphics
2281,jikuu tantei genshi-kun,original,pg - children,6.37,3241,fall 1998,group tac
4391,saru masamune,original,g - all ages,5.43,509,unknown,
2264,jungle taitei movie (1997),manga,g - all ages,7.18,1087,unknown,tezuka productions
17624,omakase scrappers,unknown,pg - children,6.69,13,spring 1994,jcf
8241,rio: rainbow gate!,other,pg-13 - teens 13 or older,5.97,9662,winter 2011,xebec
21771,romantica clock,manga,g - all ages,5.8,5109,unknown,
31165,meiji x kokosake & anohana receipt oubo campaign,original,g - all ages,5.61,1092,unknown,
1925,urusei yatsura movie 6: itsudatte my darling,manga,pg-13 - teens 13 or older,6.99,1282,unknown,madhouse
31387,aru hi inu no kuni kara tegami ga kite,manga,g - all ages,6.63,1072,unknown,
10384,sono hanabira ni kuchizuke wo: reo x mai diaries,visual novel,pg-13 - teens 13 or older,6.66,1425,unknown,chuchu
5163,code geass: hangyaku no lelouch r2 picture drama,original,pg-13 - teens 13 or older,7.21,10823,unknown,sunrise
9274,chou seimeitai transformers beast wars metals: convoy daihenshin!,unknown,none,6,142,unknown,
23065,kaidan,original,g - all ages,4.98,166,unknown,
32755,gregorio,music,g - all ages,5.71,103,unknown,
32377,azure nihon data center,original,g - all ages,5.05,327,unknown,
11299,keroro gunsou: kerozero shupattsudayo! zeninshuugou!,unknown,pg - children,7.16,283,unknown,sunrise
9548,alps no shoujo heidi: alm no yama-hen,unknown,pg - children,6.58,385,unknown,nippon animation
32380,kono subarashii sekai ni shukufuku wo! ova,light novel,pg-13 - teens 13 or older,7.86,76201,unknown,studio deen
12695,tight-rope,manga,pg-13 - teens 13 or older,7.25,14254,unknown,primetime
30096,lao fu zi shui hu chuan,unknown,g - all ages,7.22,46,unknown,
1752,di gi charat: hoshi no tabi,unknown,pg-13 - teens 13 or older,6.71,972,unknown,madhouse
1744,wagamama☆fairy mirumo de pon!,manga,g - all ages,7.43,4293,spring 2002,studio hibari
32593,the snack world,original,g - all ages,4.92,39,unknown,
36272,manichi ga tsurai kimochi wakarimasu ka: yurusenai! net ijime,original,g - all ages,10,1,unknown,
30144,nyuru nyuru!! kakusen-kun 2nd season,original,g - all ages,5.35,26,spring 2015,dle
13639,hi no youjin,unknown,pg-13 - teens 13 or older,6.37,2386,unknown,sunrise
835,sister princess: re pure,light novel,pg-13 - teens 13 or older,6.33,2295,fall 2002,zexcs
8751,kaijuu no ballad,music,g - all ages,4.86,179,unknown,
10701,ulysses 31 pilot,unknown,g - all ages,5.94,106,unknown,tms entertainment
1772,seishoujo kantai virgin fleet,unknown,pg-13 - teens 13 or older,5.36,491,unknown,aic
831,chicchana yukitsukai sugar,original,pg - children,7.16,6920,fall 2001,j.c.staff
29738,konchuu monogatari tentoumu chu! to mitsubachi hatsu chu!,unknown,g - all ages,5,21,spring 2014,tatsunoko production
33843,matsubara-kun: mackie e no ouen message,original,g - all ages,3.16,25,unknown,
17955,hello kitty no nemureru mori no bijo,unknown,g - all ages,6.42,62,unknown,
6172,layton kyouju to eien no utahime,game,pg - children,7.68,9690,unknown,"olm, p.a. works"
11569,precure all stars dx the dance live♥: miracle dance stage e youkoso,original,g - all ages,7.18,456,unknown,toei animation
20125,tobidase! machine hiryuu,original,none,5.8,15,fall 1977,"toei animation, tatsunoko production"
21969,sore ike! anpanman: yumeneko no kuni no nyanii,unknown,pg - children,6.04,26,unknown,
3115,toki no tabibito: time stranger,unknown,pg-13 - teens 13 or older,6.15,545,unknown,madhouse
15219,.hack//versus: the thanatos report,unknown,pg-13 - teens 13 or older,6.45,1825,unknown,
1450,brigadoon: marin to melan,original,pg-13 - teens 13 or older,7.39,1794,summer 2000,sunrise
16964,inazuma eleven go: tcg cm ng-shuu,unknown,g - all ages,6.91,484,unknown,olm
9999,one piece 3d: mugiwara chase,manga,pg-13 - teens 13 or older,7.26,16749,unknown,toei animation
13253,blossom,unknown,g - all ages,6.59,2082,unknown,ordet
10705,yasai no yousei: n.y.salad,unknown,g - all ages,5.96,24,spring 2007,
31587,kojin toshi,unknown,g - all ages,4.65,70,unknown,
34037,kitakaze no kureta table-kake,other,g - all ages,4.55,11,unknown,gakken eigakyoku
4907,daikyouryuu jidai,unknown,pg - children,6.08,110,unknown,toei animation
4921,ramayana: the legend of prince rama,unknown,g - all ages,7.48,407,unknown,
13431,himitsukessha taka no tsume neo,unknown,pg-13 - teens 13 or older,6,41,spring 2012,dle
13165,paboo & mojies,original,g - all ages,4.64,11,spring 2012,dongwoo a&amp
1122,pokemon advanced generation: rekkuu no houmonsha deoxys,game,pg - children,7.08,36143,unknown,olm
16726,gdgd fairies 2,original,pg - children,7.1,796,winter 2013,
19233,around,original,pg-13 - teens 13 or older,5.65,344,unknown,
2224,hikari no densetsu,manga,pg - children,6.69,843,spring 1986,tatsunoko production
34186,tsuki to azarashi,book,g - all ages,6,1,unknown,
26023,haiyore! nyaruko-san f,light novel,pg-13 - teens 13 or older,7.64,15189,unknown,xebec
3464,kemeko deluxe!,manga,pg-13 - teens 13 or older,6.69,13180,fall 2008,hal film maker
8132,chou deneiban sd gundam sangokuden brave battle warriors,original,pg - children,6.18,391,unknown,sunrise
17949,the everlasting guilty crown,unknown,g - all ages,7.96,8922,unknown,
33183,mahoutsukai precure! movie: kiseki no henshin! cure mofurun!,original,g - all ages,7.38,440,unknown,toei animation
16377,peeping life: the perfect extension,unknown,g - all ages,5.68,78,unknown,
4050,kouchuu ouja mushiking: mori no tami no densetsu,card game,g - all ages,6.77,591,spring 2005,tms entertainment
798,yomigaeru sora: rescue wings,original,pg-13 - teens 13 or older,7.5,2847,winter 2006,j.c.staff
32854,fr/day night,music,g - all ages,5.25,189,unknown,
24785,awate tokoya,music,g - all ages,5.02,56,unknown,
11793,"tamayura: hitotose - attakai kaze no omoide, nanode",original,g - all ages,7.43,2861,unknown,tyo animations
16035,karneval (tv),manga,pg-13 - teens 13 or older,7.3,57366,spring 2013,manglobe
2947,ojamajo doremi sharp movie,unknown,g - all ages,7.24,1137,unknown,toei animation
26085,military!,4-koma manga,pg-13 - teens 13 or older,5.89,12530,winter 2015,creators in pack
29933,mtv japan station id,unknown,pg-13 - teens 13 or older,4.87,132,unknown,
37115,taka no tsume 7: joou heika no jobuubu,original,g - all ages,6.36,11,unknown,dle
15611,cardfight!! vanguard: link joker-hen,original,pg-13 - teens 13 or older,7.36,5467,winter 2013,tms entertainment
7495,nonki na tou-san ryuuguu mairi,other,g - all ages,5.24,17,unknown,
780,detective conan movie 02: the fourteenth target,manga,pg-13 - teens 13 or older,8,21248,unknown,tms entertainment
35473,yuuki yuuna wa yuushabu shozoku 3,manga,pg-13 - teens 13 or older,6.69,394,unknown,w-toon studio
35370,teekyuu 9,manga,pg-13 - teens 13 or older,6.73,3025,summer 2017,millepensee
28913,hidamari sketch x 365 recap,4-koma manga,pg-13 - teens 13 or older,6.5,148,unknown,shaft
10905,ikoku meiro no croisée picture drama,manga,g - all ages,6.41,1105,unknown,satelight
23831,mahou shoujo madoka★magica movie 3: hangyaku no monogatari - magica quartet x nisioisin,other,g - all ages,6.38,3051,unknown,shaft
17493,ashita genki ni nare!: hanbun no satsumaimo,novel,none,6.51,77,unknown,
2717,ginga tetsudou monogatari: eien e no bunkiten,original,pg-13 - teens 13 or older,7.03,631,fall 2006,
1686,bleach movie 1: memories of nobody,manga,pg-13 - teens 13 or older,7.55,116685,unknown,studio pierrot
2091,oshare kozou wa hanamaru,unknown,pg-13 - teens 13 or older,5.8,142,unknown,madhouse
10407,shimanchu mirika,unknown,g - all ages,5.59,87,unknown,
35667,ame no ten ten,original,g - all ages,4.78,46,unknown,
2739,highschool aurabuster: hikari no mezame,unknown,none,6.25,87,unknown,olm
28433,baymax,unknown,g - all ages,6.07,536,unknown,
10901,aoi hitomi no onnanoko no ohanashi,unknown,pg - children,6.24,81,unknown,shin-ei animation
6759,cynical hysterie hour: trip coaster,unknown,g - all ages,5.18,38,unknown,
7446,karo to piyobupt: sandwich,unknown,g - all ages,5.21,250,unknown,
34323,hi☆scoool! seha girls special,other,pg-13 - teens 13 or older,5.64,44,unknown,tms entertainment
2732,baby baachan,original,g - all ages,6.63,151,spring 2002,
36519,koikishi purely☆kiss the animation: special edition,visual novel,pg-13 - teens 13 or older,6.51,124,unknown,seven
33248,k: seven stories movie 1 - r:b - blaze,original,pg-13 - teens 13 or older,0,0,unknown,gohands
3016,ginga eiyuu densetsu: arata naru tatakai no overture,novel,pg-13 - teens 13 or older,8.17,8547,unknown,magic bus
6336,mobile suit gundam unicorn,novel,pg-13 - teens 13 or older,8.31,23492,unknown,sunrise
33820,ao oni the animation (movie),game,pg-13 - teens 13 or older,4.4,1439,unknown,studio deen
16480,ojarumaru yakusoku no natsu ojaru to semira movie,unknown,none,4.95,21,unknown,studio gallop
19383,yami shibai,original,pg-13 - teens 13 or older,7.18,22973,summer 2013,ilca
139,hunter x hunter: greed island final,manga,pg-13 - teens 13 or older,8.38,43270,unknown,nippon animation
12471,eureka seven ao,manga,pg-13 - teens 13 or older,6.81,28829,spring 2012,bones
956,daikuu maryuu gaiking,original,pg-13 - teens 13 or older,6.9,319,spring 1976,toei animation
8492,kikansha yaemon,unknown,none,5.62,21,unknown,toei animation
1366,detective conan movie 07: crossroad in the ancient capital,manga,pg-13 - teens 13 or older,7.96,16983,unknown,tms entertainment
22329,daisougen to hakuba,unknown,g - all ages,5.94,16,unknown,toei animation
4536,muteki robo trider g7,original,g - all ages,6.56,126,winter 1980,sunrise
34595,"""parade"" de satie",original,g - all ages,3.77,13,unknown,"yamamura animation, inc."
7655,major s6,manga,pg-13 - teens 13 or older,8.46,19988,spring 2010,synergysp
37528,decadence: remix,music,g - all ages,4.14,14,unknown,
6246,black jack: sora kara kita kodomo,unknown,pg-13 - teens 13 or older,6.9,711,unknown,
32083,luck & logic,card game,pg-13 - teens 13 or older,6.23,27068,winter 2016,doga kobo
28955,columbos,unknown,g - all ages,4.97,84,unknown,
36920,black shout,manga,g - all ages,6.58,262,unknown,
1999,sakura taisen: sumire,unknown,pg-13 - teens 13 or older,6.49,665,unknown,
13427,pes: peace eco smile,unknown,g - all ages,5.73,1390,unknown,studio 4°c
370,burn up excess,original,pg-13 - teens 13 or older,6.66,3135,winter 1998,magic bus
1429,lupin iii: nusumareta lupin,manga,pg-13 - teens 13 or older,7.23,1327,unknown,tms entertainment
35478,neko no robu,original,g - all ages,5.54,13,spring 2017,kachidoki studio
30335,portrait,unknown,g - all ages,4.7,78,unknown,
37106,kori no koe,manga,none,0,0,unknown,yumeta company
31585,henkei sakuhin dai 2-ban,unknown,g - all ages,4.32,57,unknown,
32625,okusama ga seitokaichou! ova: okusama gekijou,manga,pg-13 - teens 13 or older,6.97,1609,unknown,seven
10463,exper zenon,unknown,pg-13 - teens 13 or older,5.67,305,unknown,
3028,cluster edge specials,unknown,pg-13 - teens 13 or older,6.7,204,unknown,
8966,tottoko hamtarou ova 4: hamuchanzu no mezase! hamuhamu kin medal - hashire! hashire! daisakusen,unknown,pg - children,6.46,299,unknown,tms entertainment
399,seikai no senki special,light novel,pg-13 - teens 13 or older,7.42,916,unknown,sunrise
1774,heatguy j special,original,pg-13 - teens 13 or older,7.22,795,unknown,satelight
8786,inakappe taishou,unknown,none,6.58,59,fall 1970,tatsunoko production
1161,maze☆bakunetsu jikuu (tv),manga,pg-13 - teens 13 or older,6.75,1382,spring 1997,j.c.staff
10923,tantei opera milky holmes: summer special,card game,pg-13 - teens 13 or older,7.04,2657,unknown,j.c.staff
